mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.11626605987548828,0.014422434107180882,0.0316103458404541,0.010327303624838325,5,4,2,100,"{'max_depth': 5, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 100}",-1.3966361554749285,-0.8542811590439272,0.0406515947707603,0.26621976731192887,-1.6385701478785872,-0.7165232200629508,0.7577333134044199,15
0.214967679977417,0.02094975696217977,0.03882069587707519,0.006462182048436627,5,4,2,200,"{'max_depth': 5, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 200}",-1.395101797016105,-0.807828855707901,0.04288606326956912,0.28816462893352635,-1.7506593817962903,-0.7245078684634401,0.7904460216469236,29
0.07564816474914551,0.007312597845431861,0.03611922264099121,0.007367273872555592,5,4,5,50,"{'max_depth': 5, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 50}",-1.758862453184872,-0.884980425227726,0.034817941149411946,0.2873943678883387,-1.3056818712055165,-0.7254624881160727,0.7789635850868125,31
0.12416863441467285,0.013993696379634752,0.027266502380371094,0.010991507485291636,5,4,5,100,"{'max_depth': 5, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 100}",-1.3966361554749285,-0.8542811590439272,0.0406515947707603,0.26621976731192876,-1.6385701478785868,-0.7165232200629508,0.7577333134044199,15
0.21994404792785643,0.016814223474559208,0.035294389724731444,0.0062231563086074864,5,4,5,200,"{'max_depth': 5, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 200}",-1.395101797016106,-0.807828855707901,0.04288606326956912,0.28816462893352646,-1.7506593817962903,-0.7245078684634402,0.7904460216469236,30
0.07143874168395996,0.007982213319597158,0.02660055160522461,0.010090110585847122,5,4,10,50,"{'max_depth': 5, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 50}",-1.7064728605333852,-0.9608906562393174,0.01758566325629396,0.24638843568744784,-1.1237334679498812,-0.7054245771557685,0.730894620378531,10
0.11093988418579101,0.012717994878388957,0.029933452606201172,0.0027760325262545017,5,4,10,100,"{'max_depth': 5, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 100}",-1.3219434501424123,-0.87195045212514,0.0264038049841423,0.24977842862627297,-1.410273103883548,-0.665596954508137,0.684790800017803,8
0.21540412902832032,0.009346444298101435,0.03880534172058105,0.005460355082619623,5,4,10,200,"{'max_depth': 5, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 200}",-1.2885861738393856,-0.7867960911351233,0.0314252027813362,0.26745910185724264,-1.4973757762601383,-0.6547747473192136,0.7000726673235599,4
0.08031177520751953,0.01932586342131126,0.023983049392700195,0.00687411895428677,10,1,2,50,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 50}",-3.230260005142582,-1.8973515295292955,0.21923008138794509,0.31386604072488355,-2.7586183748796613,-1.4706267574877419,1.481712272107223,100
0.12633709907531737,0.010856550060825169,0.04476838111877442,0.012165324648836845,10,1,2,100,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",-2.5585898435138503,-1.876795844354799,0.22582505496660488,0.4166045920972492,-3.130977918626858,-1.3847867918863306,1.4497000656923245,94
