departamento,cargo,tipo_contrato,jornada,total_dias_ausencia,promedio_dias_ausencia,max_dias_ausencia,ausencias_justificadas,num_capacitaciones,total_horas_capacitacion,promedio_nota_capacitacion,max_nota_capacitacion,competencias_tecnicas,competencias_blandas,Cluster,Desempeño,PC1,PC2
1.208517722454485,0.9983487332035524,-0.18598365595138475,-0.596925902614511,-0.2058922881812842,0.3068627444327817,0.08850925681680638,0.0,-0.15583523757508816,0.1292077935361546,1.4873882026855423,1.1788798261130762,0.10387042991524496,-0.3399735101615548,3,5.3,1.2920308094410353,0.2334709501601325
-0.2557619847100591,-0.8768766439924739,-0.18598365595138475,-0.596925902614511,-0.12439325744285921,-0.26779602953579523,-0.20041303085391385,0.0,-0.15583523757508816,0.1292077935361546,1.3991408197548523,1.1006152603154873,0.6869612523940047,-0.20547251121349688,3,5.1,1.2964842152499427,-0.09744463382423615
0.5809692765268232,1.467155077502559,1.2495776884233674,-0.596925902614511,-0.45038938039655907,-0.3827277843295106,-0.4893353185246341,0.0,-0.15583523757508816,-0.39554194493579165,0.5607906819132967,0.35710188523839176,0.7318143925846784,0.4670324835267921,3,1.1,0.6889149300723202,-0.7246559560363185
-0.46494480001927974,1.467155077502559,-0.18598365595138475,-0.596925902614511,-0.6948864726118339,-1.072318313091803,-1.0671798938660746,0.0,-0.7136802184598239,-0.586360031652863,-1.248280668165849,-1.2473217136121821,-1.5108426169490126,-1.4159815017460171,0,0.0,-1.598368864752019,-2.335493328546627
1.8360661683821466,-1.3456829882914805,1.2495776884233674,-0.596925902614511,0.24235238088005312,1.571112047163651,1.147890978276114,0.0,0.9598547241943832,0.08150327185688676,-0.7040884734265938,-0.7386020359278538,0.6421081122033306,-0.20547251121349688,1,4.7,-0.8445468252237526,1.5172534350253648
-0.6741276153285003,-0.8768766439924739,-0.18598365595138475,-0.596925902614511,1.1388417190027278,1.5136461697667933,1.2441984074996872,0.0,-0.7136802184598239,-0.586360031652863,-1.248280668165849,-1.2473217136121821,0.3729892710592879,-0.47447450910961253,1,5.5,-2.452234335436146,1.7185940272775495
-0.2557619847100591,0.06073604460553927,1.2495776884233674,-0.596925902614511,0.16085335014162816,1.3412485375762202,0.9552761198289671,0.0,0.40200974330964756,0.606253010328833,-0.34374499312627615,-0.15161779244593657,0.7318143925846784,1.453373142479216,2,1.4,0.1253095490143947,1.6183318463959098
0.3717864612176026,-0.8768766439924739,-1.621545000326137,-0.596925902614511,-0.6948864726118339,-1.072318313091803,-1.0671798938660746,0.0,-0.7136802184598239,-0.586360031652863,-1.248280668165849,-1.2473217136121821,0.14872357010591883,1.4982068087952352,0,4.4,-1.4404420728432192,-1.887421396034528
-0.8833104306377209,-1.3456829882914805,-0.18598365595138475,-0.596925902614511,-0.6948864726118339,-1.072318313091803,-1.0671798938660746,0.0,0.9598547241943832,0.5108439669702973,1.4138487169099676,1.2962766748094596,-0.5240735327541884,1.4982068087952352,3,1.9,2.4069418293012017,-1.0865526018223186
-0.2557619847100591,-0.8768766439924739,-0.18598365595138475,-0.596925902614511,-0.4911388957657715,-0.497659539123226,-0.5856427477482075,0.0,-0.15583523757508816,-0.10931481486018461,0.5166669904479518,0.31796960233959737,0.3729892710592879,-0.11580517858145847,3,6.6,0.4649892964827492,-0.8546980017120752
-0.046579169400838547,-0.8768766439924739,1.2495776884233674,2.4430884880202153,-0.042894226704434255,0.7665897636076433,0.4737389737111,0.0,0.40200974330964756,-0.2047238582187203,0.4946051447152794,0.5136310168335698,-0.7034860935168838,1.1843711445831002,2,5.9,0.3603384627176289,0.9562856070011204
-0.46494480001927974,0.5295423889045459,1.2495776884233674,-0.596925902614511,1.4648378419564276,1.9733731889416548,1.7257355536175543,0.0,-0.7136802184598239,-0.586360031652863,-1.248280668165849,-1.2473217136121821,0.23842985048726634,1.5878741414272737,1,5.3,-2.2668569940877346,2.559150307955868
0.7901520918360438,-1.3456829882914805,-0.18598365595138475,-0.596925902614511,-0.2058922881812842,0.3068627444327817,0.08850925681680638,0.0,0.40200974330964756,0.4631394452910295,1.5094500484182147,1.2962766748094596,-0.2549546916101457,-0.20547251121349688,3,5.0,1.5101171755103966,0.34253678366525453
-0.2557619847100591,0.5295423889045459,-1.621545000326137,-0.596925902614511,0.12010383477241568,1.2263167827825048,0.8589686906053937,0.0,1.517699705079119,0.9878891837629757,-0.25549761019558603,0.35710188523839176,0.014164149533897238,0.7360344814229075,2,-11.0,0.9536023703138872,1.6645443520478194
-0.2557619847100591,-0.8768766439924739,1.2495776884233674,0.923081292702852,-0.042894226704434255,0.7665897636076433,0.4737389737111,0.0,-0.7136802184598239,-0.586360031652863,-1.248280668165849,-1.2473217136121821,0.014164149533897238,-0.3399735101615548,1,6.3,-2.1145377858866463,0.26886862511498266
-0.046579169400838547,1.467155077502559,1.2495776884233674,-0.596925902614511,0.28310189624926557,-0.15286427474207984,0.1848166860403798,0.0,0.40200974330964756,-0.300132901577256,1.0682131337647645,1.413673523505843,-0.8828986542795791,-0.6986428406897088,3,3.9,1.2802545477086975,0.1452304885270338
-0.2557619847100591,1.467155077502559,1.2495776884233674,-0.596925902614511,1.3018397804795776,0.8049003485388816,1.2441984074996872,0.0,-0.7136802184598239,-0.586360031652863,-1.248280668165849,-1.2473217136121821,-0.7483392337075576,-0.3848071764775741,1,4.2,-2.2468183520367297,1.2097899063582191
-1.7200416918746033,1.467155077502559,-1.621545000326137,-0.596925902614511,0.7720960806798154,0.996453273195074,0.8589686906053937,0.0,-0.7136802184598239,-0.586360031652863,-1.248280668165849,-1.2473217136121821,0.10387042991524496,0.10836315299863786,1,1.8,-1.9795239405492184,1.1546893694995453
-1.0924932459469414,-1.3456829882914805,1.2495776884233674,-0.596925902614511,-0.40963986502734656,-0.26779602953579523,-0.39302788930106064,0.0,-0.15583523757508816,-0.4909509882943274,-0.8070437535123988,-0.8559988846242373,0.8663738131566998,0.24286415194669578,0,5.6,-0.8881225964442511,-0.7711319454063644
